DE,RO,EN
nuys,Nuy.,nuy
bergleute,minerii,miners
trichter,pâlnie,funnel
vorhängen,perdele,curtains
rechtschaffen,drept,righteous
indiz,indicaţie,indication
schubkarre,roabă,wheelbarrow
anzuheuern,închiriere,hire
kazon,Kazon.,kazon
ehrenhafter,onorabil,honorable
bezeichne,apel,call
dreirad,triciclu,tricycle
garibaldi,Garibaldi.,Garibaldi
handzeichen,semn de mână.,hand sign
sim,sim.,sim
sät,semințe,seed
seasons,sezoane,seasons
abgestiegen,înviat,risen
vorherrschaft,supremaţie,supremacy
tennyson,Tennyson.,Tennyson
gonzalez,Gonzalez.,gonzalez
bisherige,anterior,previous
razzien,raid,raid
steckbrief,Caracteristici,Characteristics
suppenküche,Bucătărie de supă,soup kitchen
averys,Avery.,avery
schaeffer,umbră,shade
marktwert,valoare de piață,market value
rhetorik,retorică,rhetoric
beilegen,închideți,enclose
gestell,cadru,frame
weitergezogen,continuat,continued
irv,Irv.,IRV
rei,matur,mature
entertainer,divertisment,entertainer
überschätzen,supraestimați,overestimate
hostess,gazdă,hostess
melville,Melville.,Melville
tanzende,dansator,dancer
bundesagent,Agentul federal,Federal Agent
pollock,Pollock.,pollock
voriges,anterior,previous
eingeborene,nativi,natives
esme,Esme.,Esme
bestiehlt,impresionant,impressively
cumberland,Cumberland.,Cumberland
gecko,Gecko,gecko
zurückführen,adu inapoi,bring back
vagabunden,vag,vague
alltäglichen,uzual,common
kannibalismus,canibalism,cannibalism
bräutigams,mire,groom
gutenachtkuss,sarut de noapte buna,good night kiss
skepsis,scepticism,skepticism
dämonischen,demon,demon
brennend,ardere,burning
blaupausen,plan,blueprint
unvorstellbare,de neimaginat,unimaginable
script,Script,script
entweiht,Desecistrat,desecrated
highland,Highland.,highland
preisgegeben,prețul,priced
schüren,combustibil,fuel
mittelschule,gimnaziu,middle school
galahad,Galahad.,Galahad
gleitmittel,lubrifiant,lubricant
milchkaffee,cafea de lapte,milk coffee
schönstes,Cel mai bun,best
sicherheitscode,cod de securitate,security code
motorboot,motorboat.,motorboat
sophies,Sophies.,Sophies
hundchen,Pooch.,pooch
miserabler,mizerabil,miserable
kurzform,forma scurta,short form
hinkriege,corelație,correlation
banzai,Banzai.,Banzai
negro,negru,Negro
country-musik,Muzica country,Country music
einsatzfähig,operabil,operable
vodka,vodcă,vodka
geistesgestört,mintal,mentally
ehrenmedaille,Medalia onorifică,honorary medal
shinjuku,Shinjuku.,Shinjuku
bedeutsam,semnificativ,significant
tre,tripla,treble
bewusstseins,constiinta,consciousness
mesdames,Mesdames.,mesdames
sportlehrer,profesor sportiv,sports teacher
horowitz,Horowitz.,Horowitz
déjà-vu,Deja vu,Déjà-vu
innenhof,patio,patio
hohlkopf,Capul gol.,hollow head
erschrecke,speria,frighten
soliden,solid,solid
kennwort,parola,password
farbiger,colorat,colored
asiate,asiatic,asian
flamingo,flamingo,flamingo
crescent,semilună,crescent
ansagen,Anunț,announce
unbarmherzig,nemilos,merciless
verhindere,împiedica,prevent
reichten,presat,rendered
bajonett,baionetă,bayonet
gogol,Gogol.,gogol
tien,cravată,tie
ando,Ando.,Ando
kroatien,Croaţia,Croatia
gulliver,Gulliver,gulliver
whipple,Whipple.,whipple
kommunikationssystem,Sistem de comunicatii,communication system
züchtet,rasă,breed
sprengladung,pocnituri,crackling
peinliches,jenant,embarrassing
segelte,navigat,sailed
bratpfanne,tigaie,frying pan
fluffy,pufos,fluffy
ankara,Ankara,Ankara
hondo,Hondo.,Hondo
levin,Levin.,Levin
abziehst,a decoji,peel off
separate,separa,separate
chien,chien.,chien
werbeagentur,agentie de publicitate,advertising agency
schlagstock,lovi cu pumnul,punch
messala,măsurătorala.,measuringala
reinholen,Intră,get in
walzermusik,Muzica Waltz.,waltz music
entwickelst,în curs de dezvoltare,developing
blutflecken,pete de sange,blood stains
drag,trage,drag
kahless,Kahless.,kahless
herausnehmen,elimina,remove
durchhält,continuă,keep up
durchbricht,Breakthrough.,breakthrough
zerbreche,fragil,fragile
anfechten,provocare,challenge
sanktionen,Sancțiuni,sanctions
bebt,arcuri,bows
gegenstück,echivalent,counterpart
parma,Parma.,parma
hackst,Hack.,hack
separat,separat,separately
benz,Benz.,benz
registrierung,Înregistrare,Registration
paletti,Paletti.,paletti
qualvollen,ciudat,quaint
chappelle,Chappel.,chappel
adeline,Adeline.,adeline
schlüpft,lent,sluggish
westentasche,Buzunarul de Vest.,west pocket
flippst,Flippst,flippst
nyssa,Nyssa.,Nyssa
nexus,legătură,nexus
umlegt,scris,written
gestehst,în creștere,rising
milchmann,lăptar,milkman
voicemail,mesageria vocală,voicemail
tanzschule,școală de dans,dance school
befördere,transmite,convey
rumgeschnüffelt,snuffled.,snuffled
neuestes,cele mai recente,latest
groove,canelură,groove
jugoslawien,Iugoslavia.,Yugoslavia
leckerer,gustos,tasty
veränderst,Schimbarea,changing
herrsche,regulă,rule
überhört,per total,overall
understand,a intelege,understand
mistakes,greșeli,mistakes
zhou,Zhou.,zhou
message,mesaj,message
hockst,şoc,shock
berichts,raport,report
paule,Paule.,paule
tropen,tropices.,tropics
verbiegen,Bend,bend
achtgeben,ai grija,be careful
britannia,Britannia.,Britannia
uralter,vechi,ancient
olly,Olly.,olly
boleyn,Boleyn.,boleyn
reputation,reputatie,reputation
oas,Oas.,oas
sümbül,drăguţ,cute
byers,byers.,byers
bieter,ofertant,bidder
vielseitig,versatil.,versatile
meghan,Meghan.,Meghan
bundes,federal,federal
geradeheraus,direct.,straightforward
besteigt,alpinism,climbing
pflegemutter,Foster Mama,foster mother
umarmst,rănit,hurt
auszupacken,despacheta,unpack
vergriffen,direct,outright
grafik,grafic,graphic
bluffe,cacealma,bluff
resonanz,rezonanţă,resonance
camus,Camus,Camus
repertoire,Repertoriu,repertoire
kund,închis,closed
anlügt,Trandafir,rose
damaja,Damaja.,damaja
baudelaires,Baudelaires,baudelaires
öffentlichkeitsarbeit,relatie publica,public relation
tropische,tropical,tropical
grundwasser,panza freatica,groundwater
cologne,Köln.,cologne
unterzeichnete,semnat,signed
niagara,Niagara.,Niagara
verkleinern,reduce,reduce
einsatzteam,Echipa operațională,operational team
engagiere,angajați,engage
befreier,eliberator,liberator
means,Mijloace,Means
diktat,dictare,dictation
40ern,40ER.,40ern
kartoffelchips,Chipsuri,Potato Chips
hakt,cârlig,hook
reflektieren,Reflectați,reflect
gym,sala,gym
sil,sil.,sil
zerfall,descompunere,decay
shut,închide,shut
nachlässigkeit,neglijență,carelessness
nachbesprechung,debriefing,debriefing
pädophiler,pedofor.,pedophiler
striker,Striker.,striker
schänden,format,shaped
suff,Super,suff
searching,in cautarea,searching
mose,cunt.,cunt
erröten,Blush.,blush
beschimpfungen,insultă,insult
nitroglyzerin,nitroglicerină,nitroglycerin
vorgedrungen,bifurcare,forking
eingebildete,imaginar,imaginary
kensington,Kensington.,Kensington
amazonen,Amazoane.,Amazons
chicagoer,Chicagoer.,chicagoer
lymphknoten,ganglionilor limfatici,lymph node
beschlag,montaj,fitting
rasgotra,Rasgotra,Rasgotra
kraken,crawl.,crawl
heilende,Vindecare,healing
serenas,Serenas.,Serenas
camps,tabere,camps
remus,Remus.,Remus
pedrosa,Pedrosa.,Pedrosa
verlässliche,de încredere,reliable
gefängniswärter,Jailer.,jailer
wüstling,Quest.,quest
thorax,torace,thorax
ivanova,Ivanova.,Ivanova
flügelmann,Wingman.,wingman
beilage,garnitură,garnish
verpfeift,milă,mercy
romulanischen,Romulan.,Romulan
sari,sari,sari
maiskolben,știulete de porumb,corncob
freiheitskämpfer,luptător,fighter
mittelfinger,degetul mijlociu,middle finger
muli,Mulla.,mulla
eheprobleme,Problema căsătoriei,marriage problem
wasserversorgung,rezerva de apa,water supply
anzuführen,conduce,lead
geflügel,Păsări de curte,poultry
viertens,Al patrulea,fourth
nachwirkungen,Urmări,aftermath
gesegnete,binecuvântat,blessed
kommerziellen,comercial,commercial
ehrwürden,onora,honor
observiert,observat,observed
fischt,pescuit,fishing
franziska,Franziska.,Franziska
debatten,dezbate,debate
jab,Jab.,jab
desperate,disperat,desperate
horden,hoardele,hordes
korrekten,corect,correct
suchmeldung,Mesajul de căutare.,search message
tannen,pin,pine
pauli,Pauli.,pauli
yuma,Yuma.,yuma
ungläubiger,necredincios,unbeliever
entgegentreten,exact,precisely
terroristischen,terorist,terrorist
ranmachen,inventa,make up
unethisch,ne-etic,unethical
abgerutscht,alunecare,slip
inez,Inez.,inez
verachtest,păstrate,preserved
geklauten,Gheară,claw
bizarren,bizar,bizarre
leichenhaus,morgă,morgue
anvisieren,dans,dance
aram,Aram.,aram
anzeigt,afişa,display
bauchspeicheldrüse,pancreas,pancreas
tae-soo,Tae-soo.,Tae-Soo
computersystem,sistem informatic.,computer system
eichmann,Eichmann.,Eichmann
toilettenspülung,trasul apei la toaleta,toilet flush
requisite,necesare,requisite
errol,Errol.,Errol
noriko,Noriko.,Noriko
weed,buruienile,weed
haarigen,păr,hair
familienbesitz,posesia familiei,family possession
einlasse,Inveil,inveil
wittert,lovitură straşnică,wallop
mitarbeiten,coopera,cooperate
lateinamerika,America Latina,Latin America
labrador,Labrador.,Labrador
luken,Hatch.,hatch
anmalen,culoare,color
romanen,romane,novels
pächter,chiriaş,tenant
lebenslangen,linia vieții,lifeline
glynn,Glynn.,glynn
pokerface,față de poker,pokerface
associates,Asociații,associates
beschlagen,ceaţă,fog
feuerwaffen,arme de foc,firearms
zwangsarbeit,muncă forțată,forced labor
kassen,bani gheata,cash
runterladen,închide,shut down
heidnischen,păgân,pagan
telefons,telefon,telephone
preises,Preț,price
einmaligen,unic,unique
maze,labirint,maze
burgunder,Burgundia,Burgundy
ekelst,dezgustător,disgusting
verkehrte,gresit,wrong
midtown,Midtown.,midtown
gestunken,Stock.,stunk
trennungen,separare,separation
ausrichtung,orientare,orientation
bijou,Bijou.,bijou
nn1,NN1.,NN1
antennen,antenă,antenna
verdeutlichen,clarifica,clarify
unis,universitate,university
knuddeln,îmbrățișa,cuddle
stefans,tocană,stew
zensiert,cenzurat,censored
bearbeitung,Editare,editing
kaya,Kaya.,kaya
poren,pore.ro,pore
bluterguss,zdrobi,bruise
memos,Memotehnie,memos
rumkriegen,rătăciți,wander around
stroud,Stroud.,Stroud
plazenta,placenta,placenta
erlernt,el invata,he learns
woraufhin,după care,whereupon
used,folosit,used
waden,calm,calm
erstelle,a stabili,establish
truth,adevăr,truth
yamamoto,yamamoto.,yamamoto
flüssige,lichid,liquid
vaterschaftstest,Testul de paternitate,paternity test
touristin,turist,tourist
lynchen,Lynch.,lynch
durchmachte,a face legatura,put through
restliches,rămas,remaining
geburtstagskuchen,tort,birthday cake
spinnweben,mătura,sweep
vampirblut,VampireBlood.,vampireblood
lennie,lenny.,lenny
nikotin,nicotină,nicotine
hirngespinste,creier,brain
helsinki,Helsinki,Helsinki
drangehen,merge,go
syracuse,Syracuse,Syracuse
ruhestätte,loc de odihnă,resting place
chadwick,Chadwick.,chadwick
aufgemischt,amestecat,mixed
weggeschnappt,umplute,stuffed
zurückgenommen,întors,returned
fliehst,flota,fleet
elli,Elli.,Elli
rausgefahren,condus,driven out
individualität,individualitate,individuality
wiedersehn,repetiţie,rehearsal
verheilen,vindeca,heal
navigationssystem,sistem de navigare,navigation system
gebeine,oase,bones
augenzeugin,fura ochii,eye-catcher
diosa,Diosa.,Diosa
ausradieren,Fabi afară,rub out
bösartiger,rău intenționat,malicious
behaart,păros,hairy
studentenwohnheim,dormitor,dorm
fredericks,Fredericks.,Fredericks
zyklen,cicluri,cycles
hodscha,Hodscha.,Hodscha
zusammenzustellen,pune împreună,put together
fatale,fatal,fatal
kunsthändler,Art Dealer.,art dealer
schwachsinnige,imbecilitate,imbecility
limousinen,limuzina.,limousine
vasa,Vasa.,vasa
sämtlicher,toate,all
haarspray,Spray de păr,hair spray
yup,Da,yup
druide,druid,Druid
beleuchten,a lumina,light up
jamison,Jamison.,Jamison
stillstehen,stați liniștit,stand still
madagaskar,Madagascar,Madagascar
kunststücke,truc,trick
ablegt,lades,lodged
flaherty,Flaher.,Flaher
verkündete,proclamate,proclaimed
vorionen,laudă,praise
strohmann,om de paie,straw man
konstruieren,a construi,to construct
mittelweg,cale de mijloc,middle way
seinfeld,câmpul său,his field
verwegen,îndrăzneț,daring
einsatzleitung,Linia operațională,operational line
unentschuldbar,de neiertat,inexcusable
sigurd,Sigurd,sigurd
ausgespannt,spanat.,spanned
gesellig,sociabil,sociable
femme,femme.,femme
rechtens,dreapta,right
flanagan,Flanagan.,Flanagan
leonie,Leonie.,Leonie
angeregt,stimulate,stimulated
specht,ciocănitoare,woodpecker
mindestlohn,salariu minim,minimum wage
bewölkt,noros,cloudy
schniefen,Adulmeca,sniff
stepan,Stepan,stepan
supervisor,Supervizor.,supervisor
beweislage,dovezi,evidence
kathrin,Kathrin.,kathrin
laborbericht,Raport de laborator.,laboratory report
aiko,Aiko.,aiko
ood,ood.,ood
cenk,Cenk.,Cenk
hetze,lovind.,hitting
häuslichen,intern,domestic
manno,Manno.,Manno
fantasy,fantezie,fantasy
tolstoi,Tolstoi.,Tolstoi
schlürft,Slurp.,slurp
abfälle,deşeuri,waste
weltklasse,de clasă mondială,world-class
rachsüchtig,răzbunător,vindictive
faulkner,Faulkner.,faulkner
masturbation,masturbare,masturbation
sperrten,bloc,block
gefolgschaft,observații,observance
years,Ani,Years
odyssee,Odiseea,Odyssey
colonels,Colonels.,colonels
ungesetzlich,ilegal,unlawful
ehrwürdigen,venerabil,venerable
hinzukommen,adaugat,be added
palästinenser,palestinian,Palestinian
anschneiden,a tăia,cut
diesseits,pe această parte,on this side
vorwürfen,afirmaţie,allegation
hanzo,Hanzo.,hanzo
japanerin,japonez,Japanese
übersehe,Oprioară,overlook
popel,Popel,popel
millicent,milicant,millicent
hinterrücks,înapoi,back
veranlasse,aranja,arrange
echtzeit,timp real,real-time
kajüte,cabină,cabin
fesselnd,captivant,captivating
jüdisches,Evreiesc,Jewish
bleichen,albire,bleaching
sapiens,Sapiens,Sapiens
words,Cuvinte,Words
trois,trois.,trois
hergeflogen,a zburat,flown
1-mal,1 timp,1 time
eurotape,Eurotape.,Eurotape
angstzustände,Statele Unite ale Americii,states
eiszapfen,sloi de gheaţă,icicle
gibbler,Gibble.,gibble
feinfühlig,sensibil,sensitive
sybille,Sybille.,Sybille
cum,cum.,cum
videoband,casetă video,videotape
bieber,Castor,Beaver
investments,Investiții,investments
grössten,cel mai mare.,biggest
wuerde,artez,would
verlogenes,minteadă,mendacious
begehrte,râvnit,coveted
vortrefflich,excelent,excellent
pilotin,pilot,pilot
hergerufen,suna,call up
volldampf,abur complet,full steam
emerald,Smarald,Emerald
tentakel,tentacul,tentacle
hauptsitz,Sediu,Headquarters
faszinierenden,fascinant,fascinating
mäßig,moderat,moderate
mafiosi,Mafiosi.,mafiosi
verkaufszahlen,vânzări,sales
hinfallen,prăvălire,falling down
rasierklingen,lame de ras,razor blades
gestohlener,furat,stolen
beziehe,a se referi la,refer to
niederzulassen,a se stabili,settle down
selbstmordgefährdet,sinucidere,suicide
italienern,Italieni,Italians
geschult,instruit,trained
para,para,para
soja,soia,soy
tankwart,tablou,tab
hen,găină,hen
chibs,Chibs,chibs
verblödet,Stun.,stun
klangen,clemă,clamp
tears,ceai,tea
ravens,corb,raven
bogenschießen,TIR cu arcul,archery
saum,tiv,hem
ausquetschen,stoarce,squeeze
prius,Prius.,prius
psychotisch,psihotic,psychotic
bereichert,îmbogățit,enriched
komplexes,complex,complex
wahnvorstellung,iluzie,delusion
nacho,Nacho.,Nacho
scpd,SCPD.,SCPD
bitterman,Bitterman,bitterman
notice,înștiințare,notice
mägen,Lansați,lash
input,intrare,input
versprechend,promițătoare,promising
gatter,Poartă,gate
giftgas,gaz otravitor,poison gas
transe,tranny.,tranny
frommer,pios,pious
sturheit,încăpăţânare,stubbornness
wahlrecht,Dreptul de vot,voting right
auftritten,aspect,appearance
projiziert,proiectat,projected
fleh,Flea.,flea
erbstück,mostenire de familie,heirloom
köstliches,delicios,delicious
griswold,griswold.,griswold
nutzloses,inutil,useless
laufender,alergare,running
mitzugehen,lua,take
guacamole,Guacamole,guacamole
anstößig,ofensator,offensive
verbal,verbal,verbal
colonial,Colonial,colonial
hester-sue,Hester Sue.,Hester Sue
hologramme,hologrames.,holograms
extrahieren,extrage,extract
waffengewalt,forta armata,armed force
krämer,Chandler.,chandler
bergbau,Minerit,Mining
ballantine,balantină,ballantine
militärbasis,baza militara,military base
türöffner,uşă,door
mutationen,mutații,mutations
wiederzuerkennen,recupera,recover
zuverlässigen,de încredere,reliable
seppel,Seppel.,Seppel
erkundung,explorare,exploration
stattlich,frumos,handsome
kommunikator,Comunicator.,communicator
filialleiter,manager de magazin,store manager
kiko,Kiko.,kiko
lobotomie,lobotomie,lobotomy
hao,Hao.,hao
abgekartetes,Mapat,mapped
yip,Yip.,yip
blutbank,Banca de sange,bloodbank
antue,antude,antue
erschießungskommando,creştere,husbandry
ausgiebig,extensiv,extensive
rausschicken,a trimite,send out
kalzium,calciu,calcium
autorennen,Motor Race.,motor race
mordanschlag,uciderea atacului,murder attack
geschehene,întâmpla,happen
enzyme,enzime,enzymes
damalige,atunci,at that time
sohlen,rezolva,solve
baujahr,Anul construcțiilor,Construction year
moz,Moz.,Moz
artikeln,articole,articles
uhrzeigersinn,în sensul acelor de ceasornic,clockwise
minderwertig,inferior,inferior
byrne,Byrne.,Byrne
regelmäßigen,regulat,regular
verstreuen,împrăștia,scatter
tacker,coadă,tail
hämatom,Hematoma.,hematoma
virgin,Virgin,Virgin
exzellenten,excelent,excellent
ermüdet,obosit,tired
hinfährst,ascunde,hide
nassar,Nasar.,nassar
rauchmelder,detector de fum,smoke detector
dünen,dune de nisip,sand dunes
fehle,dor,miss
heimgekehrt,acasă,homely
niedlicher,drăguţ,cute
jährigen,de ani,year-old
gebackene,copt,baked
zielstrebig,determinat,determined
daves,Daves.,daves
entspringt,în creștere,rising
fertigstellen,complet,complete
schenkeln,feroce,fierce
weggeschafft,scăpate,escaped
fahrers,conducător auto,driver
sportart,Sport.,sport
unerheblich,nesemnificativ,insignificant
weltgeschichte,istoria lumii,world history
seamus,Seamus.,seamus
befolgst,obscur,obscure
paulson,Paulson.,Paulson
zielgruppe,grup țintă,target group
abbezahlen,debit,debit
halsschmerzen,Durere de gât,Sore throat
kronprinzen,Crown Prince.,crown prince
boynton,Boynton.,Boynton
weinerlich,se văita,whine
barons,Barons.,barons
düsterer,sumbru,gloomy
chiana,Chiana.,Chiana
s01e02,S01E02.,S01E02
mi5,MI5.,mi5
schlittschuhe,patinaj,skating
grogan,Grogan.,grogan
abschnitte,porțiuni,portions
avocado,avocado,avocado
rechtsanwälte,avocat,lawyer
weathers,Vreme,Weather
voldemort,Voldemort,Voldemort
delphin,delfin,dolphin
ausweiten,extinde,expand
schlichen,certa,scold
abtreibungen,intrerupere de sarcina,abortion
doyles,Doyles.,Doyles
eingeschnappt,rupt,snapped
flüssigen,lichid,liquid
jenn,Jenn.,jenn
auffallend,izbitoare,striking
